Aeropuerto de Salida,Aeropuerto de Llegada,Código de la Aerolínea,Número de Vuelo,Duración (Minutos),Precio (EUR),Fecha de Salida,Hora de Salida,Fecha de extracción
MAD,ORY,IB,573,125,108.80,2025-02-13,11:35:00,2024-10-19
MAD,ORY,IB,579,125,108.80,2025-02-13,16:10:00,2024-10-19
MAD,ORY,IB,581,125,108.80,2025-02-13,18:05:00,2024-10-19
MAD,ORY,IB,583,125,178.80,2025-02-13,20:10:00,2024-10-19
MAD,ORY,IB,577,125,253.80,2025-02-13,14:30:00,2024-10-19
MAD,CDG,IB,591,130,127.80,2025-02-14,21:40:00,2024-10-19
MAD,CDG,AF,1401,140,132.30,2025-02-14,06:00:00,2024-10-19
MAD,CDG,AF,1001,130,141.30,2025-02-14,10:00:00,2024-10-19
MAD,CDG,AF,1601,130,147.30,2025-02-14,16:20:00,2024-10-19
MAD,CDG,AF,1801,130,147.30,2025-02-14,17:55:00,2024-10-19
MAD,CDG,6X,1281,130,153.80,2025-02-14,15:30:00,2024-10-19
MAD,CDG,SK,9856,130,175.30,2025-02-14,16:20:00,2024-10-19
MAD,CDG,IB,585,130,178.80,2025-02-14,09:50:00,2024-10-19
MAD,CDG,AF,1301,130,181.30,2025-02-14,12:25:00,2024-10-19
MAD,CDG,SK,9853,130,203.30,2025-02-14,17:55:00,2024-10-19
MAD,CDG,IB,589,130,214.80,2025-02-14,15:50:00,2024-10-19
MAD,ORY,UX,1025,115,61.80,2025-02-14,16:30:00,2024-10-19
MAD,ORY,UX,1027,115,78.80,2025-02-14,08:00:00,2024-10-19
MAD,ORY,UX,1029,115,100.80,2025-02-14,14:25:00,2024-10-19
MAD,ORY,IB,571,125,108.80,2025-02-14,09:55:00,2024-10-19
MAD,ORY,IB,583,125,108.80,2025-02-14,20:10:00,2024-10-19
MAD,ORY,IB,573,125,127.80,2025-02-14,11:35:00,2024-10-19
MAD,ORY,IB,579,125,178.80,2025-02-14,16:10:00,2024-10-19
MAD,ORY,IB,581,125,178.80,2025-02-14,18:05:00,2024-10-19
MAD,ORY,IB,569,125,253.80,2025-02-14,07:25:00,2024-10-19
MAD,ORY,IB,577,125,253.80,2025-02-14,14:30:00,2024-10-19
MAD,CDG,IB,585,130,95.80,2025-02-15,09:50:00,2024-10-19
MAD,CDG,IB,589,130,95.80,2025-02-15,15:50:00,2024-10-19
MAD,CDG,SK,9855,130,100.30,2025-02-15,10:00:00,2024-10-19
MAD,CDG,SK,9852,140,100.30,2025-02-15,06:00:00,2024-10-19
MAD,CDG,SK,9853,130,122.30,2025-02-15,17:55:00,2024-10-19
MAD,CDG,AF,1001,130,132.30,2025-02-15,10:00:00,2024-10-19
MAD,CDG,AF,1301,130,132.30,2025-02-15,12:25:00,2024-10-19
MAD,CDG,AF,1601,130,132.30,2025-02-15,16:20:00,2024-10-19
MAD,CDG,AF,1401,140,132.30,2025-02-15,06:00:00,2024-10-19
MAD,CDG,AF,1801,130,132.30,2025-02-15,17:55:00,2024-10-19
MAD,CDG,6X,1281,130,153.80,2025-02-15,15:30:00,2024-10-19
MAD,CDG,IB,591,130,253.80,2025-02-15,21:40:00,2024-10-19
MAD,ORY,UX,1027,115,61.80,2025-02-15,08:00:00,2024-10-19
MAD,ORY,UX,1029,115,61.80,2025-02-15,14:25:00,2024-10-19
MAD,ORY,UX,1025,115,61.80,2025-02-15,16:30:00,2024-10-19
MAD,ORY,IB,569,125,108.80,2025-02-15,07:25:00,2024-10-19
MAD,ORY,IB,573,125,127.80,2025-02-15,11:35:00,2024-10-19
MAD,ORY,IB,579,125,127.80,2025-02-15,16:10:00,2024-10-19
MAD,ORY,IB,583,125,178.80,2025-02-15,20:10:00,2024-10-19
MAD,ORY,IB,571,125,253.80,2025-02-15,09:55:00,2024-10-19
MAD,ORY,IB,577,125,253.80,2025-02-15,14:30:00,2024-10-19
MAD,CDG,IB,585,130,95.80,2025-02-16,09:50:00,2024-10-19
MAD,CDG,IB,589,130,108.80,2025-02-16,15:50:00,2024-10-19
MAD,CDG,IB,591,130,108.80,2025-02-16,21:40:00,2024-10-19
MAD,CDG,AF,1401,140,132.30,2025-02-16,06:00:00,2024-10-19
MAD,CDG,AF,1001,130,147.30,2025-02-16,10:00:00,2024-10-19
MAD,CDG,AF,1601,130,147.30,2025-02-16,16:20:00,2024-10-19
MAD,CDG,AF,1101,130,147.30,2025-02-16,20:10:00,2024-10-19
MAD,CDG,6X,1281,130,153.80,2025-02-16,15:30:00,2024-10-19
MAD,CDG,AF,1301,130,181.30,2025-02-16,12:25:00,2024-10-19
MAD,CDG,AF,1801,130,181.30,2025-02-16,17:55:00,2024-10-19
